,P2.MRPS25,P1.MRPS25,S2.MRPS25,S1.MRPS25
293,0.43227957850309967,0.4745320555755049,0.36851766115659657,0.3854358319509253
294,0.43257719257303184,0.4746753477501695,0.36853200844037226,0.38544982611029616
295,0.4328741338317034,0.47481594762728724,0.36854355198801264,0.3854636382640735
296,0.4331704319455438,0.47495387008080725,0.3685523367053401,0.3854773255518789
297,0.4334661177120316,0.47508913245310935,0.3685584105166862,0.3854909462601774
298,0.4337612229758132,0.4752217545585576,0.36856182428440004,0.38550455971971404
299,0.43405578054065896,0.47535175868171425,0.3685626317220522,0.38551822619849757
300,0.4343498240775663,0.4754791695703264,0.3685608893015157,0.38553200679059246
301,0.4346433880293302,0.47560401442320954,0.3685566561541156,0.3855459633010047
302,0.43493650751191465,0.4757263228731659,0.3685499939660591,0.3855601581269537
303,0.43522921821296684,0.4758461269650843,0.36854096686836707,0.3855746541358398
304,0.4355215562878246,0.4759634611293798,0.3685296413215447,0.38558951454022966
305,0.43581355825337675,0.47607836215094246,0.3685160859952401,0.38560480277019155
306,0.4361052326253784,0.47619083493063435,0.3685003537980398,0.3856205644982105
307,0.4363966703801982,0.47630091818265646,0.368482517438934,0.38563684120809877
308,0.4366878779507398,0.4764086919733574,0.3684626689609819,0.38565373740236925
309,0.43697889217320596,0.4765142016833984,0.36844088436067657,0.3856713157238178
310,0.43726974967076154,0.4766174948281829,0.36841724117394153,0.3856896383730986
311,0.43756048674208725,0.47671862100194345,0.36839181833065293,0.3857087669712105
312,0.4378511392503017,0.4768176318186991,0.3683646960061909,0.38572876242192256
313,0.43814174251262283,0.4769145382203003,0.3683359733154579,0.38574969716696766
314,0.4384323576387629,0.4770093997971688,0.3683057426594382,0.385771647255926
315,0.4387229900322181,0.4771023112368657,0.3682740585402068,0.38579464015035253
316,0.43901367435995015,0.4771933717427345,0.368241011299927,0.3858187773801968
317,0.43930445181507694,0.4772826338599214,0.3682066963949169,0.38584410024485943
318,0.4395953423586332,0.4773701278135446,0.36817118022949874,0.38587063427197904
319,0.4398863759913212,0.47745591741234555,0.36813454777359705,0.38589843226111564
320,0.4401775814341869,0.47754006792000026,0.3680968839867396,0.3859275452477283
321,0.4404689860374279,0.4776226459772204,0.3680582736598348,0.38595802238534394
322,0.440760615692845,0.47770371952283125,0.3680188012573953,0.3859899108314737
323,0.441052494750212,0.47778335771402264,0.36797855076056174,0.3860232556376293
324,0.4413446459378112,0.477861630845969,0.3679376055112785,0.3860580996437824
325,0.4416370902873759,0.4779386102710058,0.3678960480579675,0.3860944833776015
326,0.4419298842409766,0.47801436831754596,0.367853982309436,0.3861324945285427
327,0.44222297644098413,0.47808895033823573,0.36781149210968184,0.38617210819412395
328,0.4425164200534266,0.47816246039912763,0.3677686312305696,0.3862133739709001
329,0.4428102287284895,0.4782349731127136,0.3677254778332992,0.3862563224923158
330,0.44310441414906593,0.47830656375476255,0.3676821085499325,0.38630098168791543
331,0.4433989859864035,0.47837730818376056,0.3676385983463396,0.38634737671859415
332,0.44369400143116544,0.47844733233083253,0.3675950174147415,0.3863955423110828
333,0.4439893761298703,0.4785166302270672,0.36755140042772166,0.3864454716382461
334,0.44428516170883925,0.4785853195131543,0.36750785888540916,0.38649719739150384
335,0.4445813595535881,0.47865347771958494,0.36746445955569856,0.3865507331495031
336,0.44487796894366133,0.47872118260842417,0.36742126693124505,0.38660608951601366
337,0.44517498704354946,0.4787885120994211,0.3673783431183315,0.38666327409866624
338,0.4454724088996126,0.478855544197593,0.3673357477311879,0.3867222914954589
339,0.44577022744297945,0.4789223569223597,0.3672935377919906,0.38678314328911056
340,0.4460684334983658,0.47898902823828765,0.36725176763675405,0.386845828049321
341,0.4463670157987437,0.47905563598750117,0.36721048882731233,0.38691034134297075
342,0.44666596100577083,0.47912225782380435,0.36716975006957814,0.38697667575227257
343,0.4469652537358706,0.4791889711485491,0.36712959713824705,0.38704482090086434
344,0.4472648765918424,0.4792558530482775,0.36709007280810485,0.38711476348780766
345,0.44756481019985717,0.47932298023415704,0.36705121679207575,0.3871864873294357
346,0.4478650332516831,0.4793904289832182,0.3670130656861382,0.3872599734089695
347,0.4481655225519695,0.4794582750813972,0.3669756529212158,0.38733519993379834
348,0.44846625307040267,0.4795265937683767,0.3669390087221376,0.3874121424003018
349,0.44876719799853315,0.47959545968421213,0.366903160073743,0.3874907736660617
350,0.4490683288110645,0.47966494681772365,0.3668681306941925,0.3875710640292987
351,0.4493696153313758,0.4797351284566245,0.36683394101552924,0.3876529813153382
352,0.44967103422790716,0.4798061143166737,0.3668006225467478,0.38773652418163984
353,0.44997251448841363,0.4798779087687854,0.366768143442875,0.3878215925315584
354,0.4502740538114591,0.4799506188141627,0.3667365493370421,0.3879081829217006
355,0.45057561603494745,0.4800243145386727,0.3667058473832857,0.3879962543265315
356,0.45087716374374626,0.4800990651332828,0.36667604148096866,0.3880857638061371
357,0.45117868809679496,0.48017494430672947,0.366647118914673,0.3881767092600016
358,0.45148008201914275,0.4802520023146424,0.36661911260086383,0.3882690300350923
359,0.45178134829818384,0.48033031842292284,0.36659199178900626,0.3883626517356201
360,0.45208242454109,0.4804099439475415,0.36656574770717354,0.3884574828569953
361,0.4523832576418791,0.48049092025543,0.3665403271447877,0.38855347258724954
362,0.4526838365967711,0.4805733485022715,0.36651575978771983,0.38865061232814097
363,0.4529841174807493,0.4806572902685358,0.3664920275705135,0.38874884943001403
364,0.4532840558827465,0.4807428059718131,0.3664691095583827,0.3888481304583161
365,0.4535836070016781,0.4808299548355511,0.3664469820239928,0.38894840134916936
